Go_Term,Name
GO:0006552,leucine catabolic process
GO:1901565,organonitrogen compound catabolic process
GO:0090263,positive regulation of canonical Wnt signaling pathway
GO:0003975,UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity
GO:0006487,protein N-linked glycosylation
GO:0006488,dolichol-linked oligosaccharide biosynthetic process
GO:0043410,positive regulation of MAPK cascade
GO:1902103,negative regulation of metaphase/anaphase transition of meiotic cell cycle
GO:2000042,negative regulation of double-strand break repair via homologous recombination
GO:0046964,3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity
GO:0046963,3'-phosphoadenosine 5'-phosphosulfate transport
GO:1902559,3'-phospho-5'-adenylyl sulfate transmembrane transport
GO:0004499,"N,N-dimethylaniline monooxygenase activity"
GO:0016174,NAD(P)H oxidase H2O2-forming activity
GO:0047822,hypotaurine dehydrogenase activity
GO:0106294,NADPH oxidase H202-forming activity
GO:0050277,sedoheptulokinase activity
GO:0006071,glycerol metabolic process
GO:0071222,cellular response to lipopolysaccharide
GO:0003743,translation initiation factor activity
GO:0005085,guanyl-nucleotide exchange factor activity
GO:0031369,translation initiation factor binding
GO:0006413,translational initiation
GO:0008324,monoatomic cation transmembrane transporter activity
GO:0006812,monoatomic cation transport
GO:0003712,transcription coregulator activity
GO:0044549,GTP cyclohydrolase binding
GO:0009890,negative regulation of biosynthetic process
GO:0004346,glucose-6-phosphatase activity
GO:0006094,gluconeogenesis
GO:0051156,glucose 6-phosphate metabolic process
GO:0000381,"regulation of alternative mRNA splicing, via spliceosome"
GO:0000390,spliceosomal complex disassembly
GO:0019203,carbohydrate phosphatase activity
GO:2001070,starch binding
GO:0044042,glucan metabolic process
GO:0019789,SUMO transferase activity
GO:0061665,SUMO ligase activity
GO:0016925,protein sumoylation
GO:0060255,regulation of macromolecule metabolic process
GO:0006955,immune response
GO:0007249,canonical NF-kappaB signal transduction
GO:0016042,lipid catabolic process
GO:0007031,peroxisome organization
GO:0007029,endoplasmic reticulum organization
GO:0038158,granulocyte colony-stimulating factor signaling pathway
GO:0070733,AMPylase activity
GO:0005347,ATP transmembrane transporter activity
GO:0015866,ADP transport
GO:0015867,ATP transport
GO:0061659,ubiquitin-like protein ligase activity
GO:0006325,chromatin organization
GO:0047750,cholestenol delta-isomerase activity
GO:0016125,sterol metabolic process
GO:0006465,signal peptide processing
GO:0006406,mRNA export from nucleus
GO:0003688,DNA replication origin binding
GO:0006260,DNA replication
GO:0006270,DNA replication initiation
GO:0033781,cholesterol 24-hydroxylase activity
GO:0006707,cholesterol catabolic process
GO:0004771,sterol esterase activity
GO:0004806,triglyceride lipase activity
GO:0042043,neurexin family protein binding
GO:0050253,retinyl-palmitate esterase activity
GO:0007158,neuron cell-cell adhesion
GO:0030157,pancreatic juice secretion
GO:0046514,ceramide catabolic process
GO:0097104,postsynaptic membrane assembly
GO:0097105,presynaptic membrane assembly
GO:0042073,intraciliary transport
GO:0019222,regulation of metabolic process
GO:0043495,protein-membrane adaptor activity
GO:0071816,tail-anchored membrane protein insertion into ER membrane
GO:0090150,establishment of protein localization to membrane
GO:0004322,ferroxidase activity
GO:0008198,ferrous iron binding
GO:0008199,ferric iron binding
GO:0006826,iron ion transport
GO:0006880,intracellular sequestering of iron ion
GO:0004175,endopeptidase activity
GO:0071586,CAAX-box protein processing
GO:0080120,CAAX-box protein maturation
GO:0016836,hydro-lyase activity
GO:0004034,aldose 1-epimerase activity
GO:0047938,glucose-6-phosphate 1-epimerase activity
GO:0006012,galactose metabolic process
GO:0006814,sodium ion transport
GO:0006883,intracellular sodium ion homeostasis
GO:0030007,intracellular potassium ion homeostasis
GO:0036376,sodium ion export across plasma membrane
GO:1990573,potassium ion import across plasma membrane
GO:0051920,peroxiredoxin activity
GO:0098869,cellular oxidant detoxification
GO:0016785,selenotransferase activity
GO:0098621,O-phosphoseryl-tRNA(Sec) selenium transferase activity
GO:0001514,selenocysteine incorporation
GO:0001717,conversion of seryl-tRNAsec to selenocys-tRNAsec
GO:0060271,cilium assembly
GO:0010485,histone H4 acetyltransferase activity
GO:0043998,histone H2A acetyltransferase activity
GO:1990189,peptide-serine-alpha-N-acetyltransferase activity
GO:0008020,G protein-coupled photoreceptor activity
GO:0007602,phototransduction
GO:0009584,detection of visible light
GO:0071482,cellular response to light stimulus
GO:0005483,soluble NSF attachment protein activity
GO:0010807,regulation of synaptic vesicle priming
GO:0035494,SNARE complex disassembly
GO:0000287,magnesium ion binding
GO:0004019,adenylosuccinate synthase activity
GO:0044208,'de novo' AMP biosynthetic process
GO:0046040,IMP metabolic process
GO:0031386,protein tag activity
GO:0031625,ubiquitin protein ligase binding
GO:0019941,modification-dependent protein catabolic process
GO:0007042,lysosomal lumen acidification
GO:0051453,regulation of intracellular pH
GO:0030510,regulation of BMP signaling pathway
GO:0004812,aminoacyl-tRNA ligase activity
GO:0004831,tyrosine-tRNA ligase activity
GO:0006418,tRNA aminoacylation for protein translation
GO:0006437,tyrosyl-tRNA aminoacylation
GO:0006368,transcription elongation by RNA polymerase II
GO:0034247,snoRNA splicing
GO:0006979,response to oxidative stress
GO:0004407,histone deacetylase activity
GO:0046969,NAD-dependent histone H3K9 deacetylase activity
GO:0030490,maturation of SSU-rRNA
GO:0008419,RNA lariat debranching enzyme activity
GO:0003724,RNA helicase activity
GO:0004386,helicase activity
GO:0034458,3'-5' RNA helicase activity
GO:0008028,monocarboxylic acid transmembrane transporter activity
GO:0015718,monocarboxylic acid transport
GO:0035064,methylated histone binding
GO:0008289,lipid binding
GO:0006744,ubiquinone biosynthetic process
GO:0001664,G protein-coupled receptor binding
GO:0019001,guanyl nucleotide binding
GO:0031683,G-protein beta/gamma-subunit complex binding
GO:0031821,G protein-coupled serotonin receptor binding
GO:0031852,mu-type opioid receptor binding
GO:0051430,corticotropin-releasing hormone receptor 1 binding
GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway
GO:0007212,dopamine receptor signaling pathway
GO:0030170,pyridoxal phosphate binding
GO:0031071,cysteine desulfurase activity
GO:0044571,[2Fe-2S] cluster assembly
GO:0002181,cytoplasmic translation
GO:0008381,mechanosensitive monoatomic ion channel activity
GO:0009378,four-way junction helicase activity
GO:0043138,3'-5' DNA helicase activity
GO:0000724,double-strand break repair via homologous recombination
GO:0006268,DNA unwinding involved in DNA replication
GO:0006310,DNA recombination
GO:0032392,DNA geometric change
GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
GO:0004037,allantoicase activity
GO:0000256,allantoin catabolic process
GO:0008483,transaminase activity
GO:0016847,1-aminocyclopropane-1-carboxylate synthase activity
GO:0006520,amino acid metabolic process
GO:0019843,rRNA binding
GO:0000028,ribosomal small subunit assembly
GO:0043069,negative regulation of programmed cell death
GO:0031267,small GTPase binding
GO:0000963,mitochondrial RNA processing
GO:0044528,regulation of mitochondrial mRNA stability
GO:0043014,alpha-tubulin binding
GO:0000281,mitotic cytokinesis
GO:0010975,regulation of neuron projection development
GO:0060285,cilium-dependent cell motility
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific"
GO:0000226,microtubule cytoskeleton organization
GO:0007023,post-chaperonin tubulin folding pathway
GO:0008484,sulfuric ester hydrolase activity
GO:0030030,cell projection organization
GO:0070628,proteasome binding
GO:0017070,U6 snRNA binding
GO:0036002,pre-mRNA binding
GO:0004843,cysteine-type deubiquitinase activity
GO:0002020,protease binding
GO:0070513,death domain binding
GO:0006977,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest"
GO:0071260,cellular response to mechanical stimulus
GO:2001235,positive regulation of apoptotic signaling pathway
GO:0006506,GPI anchor biosynthetic process
GO:0042923,neuropeptide binding
GO:0001139,RNA polymerase II complex recruiting activity
GO:0006362,transcription elongation by RNA polymerase I
GO:0031440,regulation of mRNA 3'-end processing
GO:0031564,transcription antitermination
GO:0031145,anaphase-promoting complex-dependent catabolic process
GO:0070979,protein K11-linked ubiquitination
GO:0003939,L-iditol 2-dehydrogenase activity
GO:0006062,sorbitol catabolic process
GO:0008093,cytoskeletal anchor activity
GO:0001578,microtubule bundle formation
GO:0031110,regulation of microtubule polymerization or depolymerization
GO:0051764,actin crosslink formation
GO:1904825,protein localization to microtubule plus-end
GO:0004519,endonuclease activity
GO:0004520,DNA endonuclease activity
GO:0008821,crossover junction DNA endonuclease activity
GO:0017108,5'-flap endonuclease activity
GO:0003997,acyl-CoA oxidase activity
GO:0005504,fatty acid binding
GO:0016402,pristanoyl-CoA oxidase activity
GO:0071949,FAD binding
GO:0033540,fatty acid beta-oxidation using acyl-CoA oxidase
GO:0010498,proteasomal protein catabolic process
GO:0051603,proteolysis involved in protein catabolic process
GO:0004197,cysteine-type endopeptidase activity
GO:0006624,vacuolar protein processing
GO:0016618,hydroxypyruvate reductase activity
GO:0030267,glyoxylate reductase (NADP+) activity
GO:0051287,NAD binding
GO:0009409,response to cold
GO:0003830,"beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity"
GO:0006044,N-acetylglucosamine metabolic process
GO:0003730,mRNA 3'-UTR binding
GO:0035368,selenocysteine insertion sequence binding
GO:0007173,epidermal growth factor receptor signaling pathway
GO:0007265,Ras protein signal transduction
GO:0019788,NEDD8 transferase activity
GO:0045116,protein neddylation
GO:0015658,branched-chain amino acid transmembrane transporter activity
GO:0009083,branched-chain amino acid catabolic process
GO:0015803,branched-chain amino acid transport
GO:0003756,protein disulfide isomerase activity
GO:0034976,response to endoplasmic reticulum stress
GO:0033539,fatty acid beta-oxidation using acyl-CoA dehydrogenase
GO:0004422,hypoxanthine phosphoribosyltransferase activity
GO:0052657,guanine phosphoribosyltransferase activity
GO:0006166,purine ribonucleoside salvage
GO:0006178,guanine salvage
GO:0032263,GMP salvage
GO:0032264,IMP salvage
GO:0046100,hypoxanthine metabolic process
GO:0005272,sodium channel activity
GO:0015280,ligand-gated sodium channel activity
GO:0035725,sodium ion transmembrane transport
GO:0008428,ribonuclease inhibitor activity
GO:0008948,oxaloacetate decarboxylase activity
GO:0047443,4-hydroxy-4-methyl-2-oxoglutarate aldolase activity
GO:0051252,regulation of RNA metabolic process
GO:1902369,negative regulation of RNA catabolic process
GO:0042284,sphingolipid delta-4 desaturase activity
GO:0046513,ceramide biosynthetic process
GO:0071933,Arp2/3 complex binding
GO:0034316,negative regulation of Arp2/3 complex-mediated actin nucleation
GO:0071846,actin filament debranching
GO:0015036,disulfide oxidoreductase activity
GO:0106035,protein maturation by [4Fe-4S] cluster transfer
GO:0000030,mannosyltransferase activity
GO:0004376,glycolipid mannosyltransferase activity
GO:0051751,"alpha-1,4-mannosyltransferase activity"
GO:0006505,GPI anchor metabolic process
GO:0002055,adenine binding
GO:0003999,adenine phosphoribosyltransferase activity
GO:0016208,AMP binding
GO:0006168,adenine salvage
GO:0044209,AMP salvage
GO:0007091,metaphase/anaphase transition of mitotic cell cycle
GO:0001654,eye development
GO:0036122,BMP binding
GO:0030513,positive regulation of BMP signaling pathway
GO:0000492,box C/D snoRNP assembly
GO:0048254,snoRNA localization
GO:0006887,exocytosis
GO:0061929,gamma-glutamylaminecyclotransferase activity
GO:0006408,snRNA export from nucleus
GO:0004830,tryptophan-tRNA ligase activity
GO:0006436,tryptophanyl-tRNA aminoacylation
GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules
GO:0008234,cysteine-type peptidase activity
GO:0016807,cysteine-type carboxypeptidase activity
GO:0036435,K48-linked polyubiquitin modification-dependent protein binding
GO:0140934,histone deubiquitinase activity
GO:1990380,K48-linked deubiquitinase activity
GO:0006857,oligopeptide transport
GO:0015833,peptide transport
GO:0042806,fucose binding
GO:0001868,"regulation of complement activation, lectin pathway"
GO:0010185,regulation of cellular defense response
GO:0042800,histone H3K4 methyltransferase activity
GO:0046975,histone H3K36 methyltransferase activity
GO:0001881,receptor recycling
GO:0007032,endosome organization
GO:0042147,"retrograde transport, endosome to Golgi"
GO:0000244,spliceosomal tri-snRNP complex assembly
GO:0006302,double-strand break repair
GO:0007095,mitotic G2 DNA damage checkpoint signaling
GO:0010212,response to ionizing radiation
GO:0045739,positive regulation of DNA repair
GO:0071705,nitrogen compound transport
GO:0034389,lipid droplet organization
GO:0140042,lipid droplet formation
GO:0030968,endoplasmic reticulum unfolded protein response
GO:0036503,ERAD pathway
GO:0051010,microtubule plus-end binding
GO:0070840,dynein complex binding
GO:0007097,nuclear migration
GO:0007281,germ cell development
GO:0008090,retrograde axonal transport
GO:0031023,microtubule organizing center organization
GO:0047496,vesicle transport along microtubule
GO:0048854,brain morphogenesis
GO:0005507,copper ion binding
GO:0019209,kinase activator activity
GO:0043422,protein kinase B binding
GO:0051059,NF-kappaB binding
