"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","protein","domain"
"Nvec-vc1.1-XM-048720321.1",1.66217455825002e-33,0.570641625886326,0.7,0.502,2.7484056320664e-29,"0","Nvec-vc1.1-XM-048720321.1","TUBA1A","Tubulin/Tubulin_C/"
"Nvec-NVE19724",1.85849749354743e-33,-0.894484171292974,0.39,0.591,3.07302560558068e-29,"0","Nvec-NVE19724","","Death/"
"Nvec-vc1.1-XM-001627857.3",3.03173267530506e-33,-0.812847875358945,0.308,0.52,5.01296997861692e-29,"0","Nvec-vc1.1-XM-001627857.3","RCN1","EF-hand_5/EF-hand_7/EF-hand_5/"
"Nvec-vc1.1-XM-032374949.2",4.36335603767262e-33,0.338752105774248,0.993,0.976,7.21480920829168e-29,"0","Nvec-vc1.1-XM-032374949.2","RBM3","RRM_1/"
"Nvec-v1g160811",4.6399909597863e-33,-1.35264032765832,0.47,0.634,7.67222505200664e-29,"0","Nvec-v1g160811","TMSB4X","Thymosin/"
"Nvec-vc1.1-XM-001636847.3",7.53284352296162e-33,-1.21474103019544,0.355,0.531,1.2455556765217e-28,"0","Nvec-vc1.1-XM-001636847.3","FSCN1","Fascin/Fascin/Fascin/Fascin/"
"Nvec-vc1.1-XM-001639081.3",1.04856818390039e-32,0.268984551028814,1,0.991,1.73380749207929e-28,"0","Nvec-vc1.1-XM-001639081.3","SLC25A5","Mito_carr/Mito_carr/Mito_carr/"
"Nvec-vc1.1-XM-048726776.1",1.07373818602397e-31,-1.33698862857991,0.193,0.374,1.77542609059063e-27,"0","Nvec-vc1.1-XM-048726776.1","PLAC8","PLAC8/"
"Nvec-vc1.1-XM-032374592.2",1.84397676253122e-31,-1.69256346877451,0.144,0.305,3.04901557684537e-27,"0","Nvec-vc1.1-XM-032374592.2","BCL3","Ank_2/Ank_2/"
"Nvec-v1g245805",1.91811756079465e-31,0.379343530122216,0.976,0.943,3.17160738677396e-27,"0","Nvec-v1g245805","RPL39","Ribosomal_L39/"
"Nvec-vc1.1-XM-001627690.3",5.78955604812656e-31,0.27421365232335,1,0.992,9.57303092557726e-27,"0","Nvec-vc1.1-XM-001627690.3","RPS25","Ribosomal_S25/"
"Nvec-vc1.1-XM-001627991.3",7.25083189445188e-31,0.686605648872114,0.737,0.633,1.19892505374762e-26,"0","Nvec-vc1.1-XM-001627991.3","","HSBP1/"
"Nvec-vc1.1-XM-048732816.1",7.98920959176415e-31,1.01184303708074,0.41,0.227,1.3210158059982e-26,"0","Nvec-vc1.1-XM-048732816.1","HELZ2","AAA_11/AAA_11/AAA_12/RNB/AAA_11/AAA_12/"
"Nvec-vc1.1-XM-032385139.2",1.06937881796213e-30,0.556351221850268,0.883,0.728,1.76821787550039e-26,"0","Nvec-vc1.1-XM-032385139.2","H2BC14","Histone/"
"Nvec-NVE1076",2.45598404067556e-30,0.498410658258733,0.836,0.771,4.06096961125705e-26,"0","Nvec-NVE1076","",""
"Nvec-vc1.1-XM-048722771.1",5.65661760515439e-30,-1.4478145236684,0.1,0.251,9.35321721012278e-26,"0","Nvec-vc1.1-XM-048722771.1","",""
"Nvec-vc1.1-XM-001628976.3",2.27464977939918e-29,-0.799005803311701,0.381,0.58,3.76113341023655e-25,"0","Nvec-vc1.1-XM-001628976.3","BUD31","G10/"
"Nvec-vc1.1-XM-032387187.2",2.48209879827908e-29,-0.928561988286447,0.214,0.402,4.10415036295445e-25,"0","Nvec-vc1.1-XM-032387187.2","BCAP31","Bap31/Bap31_Bap29_C/"
"Nvec-vc1.1-XM-001639239.3",2.57324334311983e-29,0.398356082539398,0.96,0.904,4.25485786784863e-25,"0","Nvec-vc1.1-XM-001639239.3","RPL5","Ribosomal_L5e/Ribosomal_L18_c/"
"Nvec-vc1.1-XM-001637683.3",4.98627973296985e-29,-0.623232875245401,0.489,0.691,8.24481353846565e-25,"0","Nvec-vc1.1-XM-001637683.3","ATP6V0C","ATP-synt_C/ATP-synt_C/"
"Nvec-vc1.1-XM-032382466.2",1.94022468803049e-28,0.26309192541862,0.999,0.983,3.20816152165842e-24,"0","Nvec-vc1.1-XM-032382466.2","CEBPG","bZIP_2/"
"Nvec-vc1.1-XM-048732867.1",2.1048309767548e-28,-0.79975660352322,0.489,0.682,3.48033802006405e-24,"0","Nvec-vc1.1-XM-048732867.1","SELENOT","Rdx/"
"Nvec-vc1.1-XM-001622409.3",4.22509750430573e-28,-1.11233564718944,0.134,0.298,6.98619872336953e-24,"0","Nvec-vc1.1-XM-001622409.3","",""
"Nvec-vc1.1-XM-001632295.3",7.2022144184078e-28,-1.17655757910517,0.175,0.341,1.19088615408373e-23,"0","Nvec-vc1.1-XM-001632295.3","AP001453.5","FKBP_C/"
"Nvec-vc1.1-XM-001640067.3",7.3325596039646e-28,0.345175243787217,0.967,0.941,1.21243873051555e-23,"0","Nvec-vc1.1-XM-001640067.3","RPL38","Ribosomal_L38e/"
"Nvec-vc1.1-XM-032383565.2",9.59039279956994e-28,-1.19428004724207,0.161,0.326,1.58577144940889e-23,"0","Nvec-vc1.1-XM-032383565.2","VMP1","SAP/"
"Nvec-vc1.1-XM-048726403.1",9.78929937802579e-28,-1.04394678850994,0.335,0.5,1.61866065215656e-23,"0","Nvec-vc1.1-XM-048726403.1","SDCBP","PDZ/PDZ/"
"Nvec-v1g229213",1.11239683260316e-27,0.350957582011937,0.984,0.961,1.83934816270932e-23,"0","Nvec-v1g229213","",""
"Nvec-vc1.1-XM-032370654.2",1.30485250521087e-27,-0.759889195832286,0.397,0.587,2.15757361736618e-23,"0","Nvec-vc1.1-XM-032370654.2","CHCHD2",""
"Nvec-vc1.1-XM-032371336.2",1.40129870888012e-27,-1.52850403450648,0.186,0.339,2.31704741513328e-23,"0","Nvec-vc1.1-XM-032371336.2","ZFP36L1","Tis11B_N/zf-CCCH/zf-CCCH/"
"Nvec-vc1.1-XM-032366334.2",1.68286357784708e-27,-1.03236036383102,0.225,0.4,2.78261492597015e-23,"0","Nvec-vc1.1-XM-032366334.2","SLC35B1","UAA/"
"Nvec-vc1.1-XM-001638356.3",2.95427401461032e-27,-0.924352911521471,0.24,0.42,4.88489208315817e-23,"0","Nvec-vc1.1-XM-001638356.3","STT3A","STT3/"
"Nvec-vc1.1-XM-001628700.3",4.05479363523223e-27,-0.573315483799586,0.605,0.776,6.7046012758565e-23,"0","Nvec-vc1.1-XM-001628700.3","RAB2A","Ras/"
"Nvec-vc1.1-XM-032378378.2",5.03941142876445e-27,0.66950692814352,0.538,0.351,8.33266679746202e-23,"0","Nvec-vc1.1-XM-032378378.2","",""
"Nvec-NVE12532",7.47408168668816e-27,-1.22948727103224,0.16,0.32,1.23583940689389e-22,"0","Nvec-NVE12532","",""
"Nvec-vc1.1-XM-032383036.2",8.67901773376848e-27,0.782929190258174,0.549,0.376,1.43507558227862e-22,"0","Nvec-vc1.1-XM-032383036.2","FAT1","Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Laminin_G_2/EGF/EGF/EGF/"
"Nvec-vc1.1-XM-032365512.2",1.11484870775736e-26,-0.550574355988142,0.692,0.81,1.8434023382768e-22,"0","Nvec-vc1.1-XM-032365512.2","ARF5","Arf/"
"Nvec-vc1.1-XM-001637565.3",1.32740763344621e-26,-0.921165017173505,0.206,0.38,2.1948685219033e-22,"0","Nvec-vc1.1-XM-001637565.3","","NPL/"
"Nvec-vc1.1-XM-001623589.3",1.38717074717679e-26,0.282374486956344,0.999,0.988,2.29368683045683e-22,"0","Nvec-vc1.1-XM-001623589.3","PPIF","Pro_isomerase/"
"Nvec-vc1.1-XM-001627966.3",1.96479408717564e-26,-0.679443798092851,0.405,0.601,3.24878702314493e-22,"0","Nvec-vc1.1-XM-001627966.3","TMED4","EMP24_GP25L/"
"Nvec-vc1.1-XM-001631210.3",2.42723497068785e-26,-0.843314532912526,0.259,0.441,4.01343302403236e-22,"0","Nvec-vc1.1-XM-001631210.3","ATP6V1E1","vATP-synt_E/"
"Nvec-vc1.1-XM-001630306.3",2.71401965717521e-26,-1.28724827694685,0.161,0.319,4.48763150313921e-22,"0","Nvec-vc1.1-XM-001630306.3","",""
"Nvec-vc1.1-XM-001637591.3",5.12717748224342e-26,-1.89739669947165,0.249,0.414,8.47778796688949e-22,"0","Nvec-vc1.1-XM-001637591.3","LARP6","La/SUZ-C/"
"Nvec-vc1.1-XM-001636283.3",7.96658749947729e-26,-1.24683499417157,0.117,0.261,1.31727524303857e-21,"0","Nvec-vc1.1-XM-001636283.3","SLC39A7","Zip/"
"Nvec-vc1.1-XM-032384609.2",8.70200544722252e-26,-0.691753289331789,0.399,0.589,1.43887660069824e-21,"0","Nvec-vc1.1-XM-032384609.2","NUCB2","EF-hand_7/"
"Nvec-vc1.1-XM-001623211.2",8.74454232568217e-26,-1.14208533123937,0.109,0.259,1.44591007355155e-21,"0","Nvec-vc1.1-XM-001623211.2","SH3GL3","BAR/SH3_9/"
"Nvec-vc1.1-XM-001634318.3",4.17258122481888e-25,-1.02679679919554,0.143,0.299,6.89936305523801e-21,"0","Nvec-vc1.1-XM-001634318.3","SEC22B","Longin/Synaptobrevin/"
"Nvec-vc1.1-XM-032382667.2",4.21310180371071e-25,-0.970090747871439,0.373,0.548,6.96636383243567e-21,"0","Nvec-vc1.1-XM-032382667.2","SLC24A2","Na_Ca_ex/Na_Ca_ex/"
"Nvec-vc1.1-XM-001622532.2",4.46026340455196e-25,0.282798983505901,0.995,0.983,7.37504553942666e-21,"0","Nvec-vc1.1-XM-001622532.2","EIF5A","eIF-5a/"
"Nvec-vc1.1-XM-032379206.2",6.64199281931285e-25,0.771018023077289,0.556,0.413,1.09825351267338e-20,"0","Nvec-vc1.1-XM-032379206.2","KLHL10","BTB/"
"Nvec-vc1.1-XM-001640401.3",2.65159484350246e-24,-0.618195536154081,0.461,0.643,4.38441207373131e-20,"0","Nvec-vc1.1-XM-001640401.3","KDELR2","ER_lumen_recept/"
"Nvec-vc1.1-XM-032372612.2",2.66667134791082e-24,-0.839238075636449,0.362,0.53,4.40934107377054e-20,"0","Nvec-vc1.1-XM-032372612.2","NFKB1","Ank_2/Ank_2/"
"Nvec-vc1.1-XM-001632919.3",2.79795060050194e-24,-0.958412851602721,0.193,0.352,4.62641131792995e-20,"0","Nvec-vc1.1-XM-001632919.3","CACYBP","Siah-Interact_N/CS/"
"Nvec-vc1.1-XM-001637919.3",3.28704002839989e-24,-0.904565889895903,0.216,0.382,5.43512068695922e-20,"0","Nvec-vc1.1-XM-001637919.3","NIFK","RRM_1/"
"Nvec-vc1.1-XM-001623055.3",5.78268124327439e-24,0.255428067960186,0.999,0.982,9.56166343575421e-20,"0","Nvec-vc1.1-XM-001623055.3","RPL4","Ribosomal_L4/Ribos_L4_asso_C/"
"Nvec-vc1.1-XM-032371998.2",7.16165847295542e-24,-0.818090967606666,0.216,0.387,1.18418022850318e-19,"0","Nvec-vc1.1-XM-032371998.2","GHITM","Bax1-I/"
"Nvec-vc1.1-XM-001624464.3",1.57615636744013e-23,0.867326687751688,0.41,0.255,2.60617455356225e-19,"0","Nvec-vc1.1-XM-001624464.3","MEX3B","KH_1/KH_1/zf-C3HC4_3/"
"Nvec-vc1.1-XM-032383397.2",1.6549994509173e-23,-0.823174888584383,0.171,0.327,2.73654159209175e-19,"0","Nvec-vc1.1-XM-032383397.2","CHORDC1","CHORD/CHORD/CS/"
"Nvec-vc1.1-XM-032381371.2",1.87214622921043e-23,-1.38547535203156,0.199,0.355,3.09559378999945e-19,"0","Nvec-vc1.1-XM-032381371.2","TP53I11","p53-inducible11/"
"Nvec-vc1.1-XM-032385153.2",2.58978000863084e-23,-1.13746925278935,0.254,0.412,4.28220124427109e-19,"0","Nvec-vc1.1-XM-032385153.2","BTG1","BTG/"
"Nvec-NVE6552",2.84537653294053e-23,-1.08613865608967,0.126,0.266,4.70483009721717e-19,"0","Nvec-NVE6552","",""
"Nvec-vc1.1-XM-048730261.1",3.63712545325824e-23,0.408363753235918,0.85,0.718,6.01398693696249e-19,"0","Nvec-vc1.1-XM-048730261.1","CALM3","EF-hand_7/EF-hand_7/"
"Nvec-vc1.1-XM-048726540.1",4.87162284849987e-23,1.31744970110648,0.311,0.174,8.05522837999453e-19,"0","Nvec-vc1.1-XM-048726540.1","RRM2","Ribonuc_red_sm/"
"Nvec-vc1.1-XM-001634771.3",5.61239858353323e-23,-0.878188149514541,0.198,0.355,9.2801010578722e-19,"0","Nvec-vc1.1-XM-001634771.3","HIGD2A","HIG_1_N/"
"Nvec-vc1.1-XM-001626886.3",5.65911950025585e-23,-0.827527856167672,0.244,0.411,9.35735409367305e-19,"0","Nvec-vc1.1-XM-001626886.3","SELENOS","Selenoprotein_S/"
"Nvec-vc1.1-XM-001636595.3",7.12405118506656e-23,0.333503575311755,0.68,0.475,1.17796186345076e-18,"0","Nvec-vc1.1-XM-001636595.3","DYNLL2","Dynein_light/"
"Nvec-vc1.1-XM-001641219.2",7.70221478726325e-23,0.452664314222385,0.684,0.537,1.27356121507398e-18,"0","Nvec-vc1.1-XM-001641219.2","",""
"Nvec-vc1.1-XM-001624752.2",8.45834152537891e-23,0.303107491712344,0.98,0.969,1.3985867712214e-18,"0","Nvec-vc1.1-XM-001624752.2","","TCTP/"
"Nvec-vc1.1-XM-032375521.2",8.66699390791474e-23,-1.33375774455988,0.207,0.361,1.4330874426737e-18,"0","Nvec-vc1.1-XM-032375521.2","","Ank_2/"
"Nvec-vc1.1-XM-001637841.3",1.24114440043129e-22,-0.8058890212804,0.239,0.41,2.05223226611314e-18,"0","Nvec-vc1.1-XM-001637841.3","CRNKL1","HAT/HAT/HAT/"
"Nvec-vc1.1-XM-048724688.1",1.39763666352603e-22,-1.45079054723086,0.135,0.27,2.31099222314029e-18,"0","Nvec-vc1.1-XM-048724688.1","AGRN","WAP/Kazal_2/Kunitz_BPTI/Kunitz_BPTI/Kunitz_BPTI/WAP/WAP/WAP/WAP/WAP/WAP/WAP/WAP/WAP/WAP/Thyroglobulin_1/Thyroglobulin_1/Thyroglobulin_1/WAP/Thyroglobulin_1/Thyroglobulin_1/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/WAP/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_1/Kazal_2/Kazal_1/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/WAP/"
"Nvec-vc1.1-XM-032367731.2",1.65521491016183e-22,-1.48035303904976,0.185,0.328,2.73689785395258e-18,"0","Nvec-vc1.1-XM-032367731.2","",""
"Nvec-vc1.1-XM-032362674.2",1.97376722663785e-22,0.86285309430262,0.377,0.225,3.26362410924569e-18,"0","Nvec-vc1.1-XM-032362674.2","",""
"Nvec-vc1.1-XM-048730529.1",3.00613702442329e-22,-1.64206465586777,0.254,0.406,4.97064756988391e-18,"0","Nvec-vc1.1-XM-048730529.1","SNX6","PX/Vps5/"
"Nvec-vc1.1-XM-032378919.2",3.05084354218441e-22,-0.657854249680718,0.303,0.48,5.04456979700192e-18,"0","Nvec-vc1.1-XM-032378919.2","CCDC83",""
"Nvec-vc1.1-XM-001624980.3",4.79503509974106e-22,-0.913774561497939,0.193,0.344,7.92859053742185e-18,"0","Nvec-vc1.1-XM-001624980.3","PDIA4","Thioredoxin/Thioredoxin/Thioredoxin_6/Thioredoxin/"
"Nvec-vc1.1-XM-032377457.2",6.64633335010707e-22,-1.20958711526514,0.161,0.311,1.0989712194402e-17,"0","Nvec-vc1.1-XM-032377457.2","TSR1","AARP2CN/RIBIOP_C/"
"Nvec-vc1.1-XM-032367980.2",1.56970180099555e-21,-0.939917977545584,0.187,0.336,2.59550192794614e-17,"0","Nvec-vc1.1-XM-032367980.2","JAG2","EGF/"
"Nvec-vc1.1-XM-032363272.2",2.11587747484526e-21,-0.905397961523213,0.158,0.307,3.49860340465663e-17,"0","Nvec-vc1.1-XM-032363272.2","DERL1","DER1/"
"Nvec-vc1.1-XM-048724014.1",3.01398482722321e-21,-0.68943388742622,0.353,0.515,4.98362391181358e-17,"0","Nvec-vc1.1-XM-048724014.1","MANF","Armet/"
"Nvec-vc1.1-XM-001622226.3",3.17332806421851e-21,0.519500525420982,0.756,0.708,5.2470979541853e-17,"0","Nvec-vc1.1-XM-001622226.3","MDH2","Ldh_1_N/Ldh_1_C/"
"Nvec-vc1.1-XM-032375745.2",3.4151403793647e-21,-0.998119260236883,0.121,0.255,5.64693461727953e-17,"0","Nvec-vc1.1-XM-032375745.2","AP3M1","Clat_adaptor_s/Adap_comp_sub/"
"Nvec-vc1.1-XM-001639226.3",3.49798971673862e-21,-0.815843120067847,0.211,0.365,5.78392599662731e-17,"0","Nvec-vc1.1-XM-001639226.3","GRPEL1","GrpE/"
"Nvec-v1g179472",3.72447154011964e-21,-0.608902858783037,0.434,0.602,6.15841369158783e-17,"0","Nvec-v1g179472","SERF2","4F5/"
"Nvec-vc1.1-XM-001620722.3",3.749077251988e-21,-1.09970735108695,0.144,0.279,6.19909923616215e-17,"0","Nvec-vc1.1-XM-001620722.3","","TRAM_LAG1_CLN8/"
"Nvec-vc1.1-XM-001634923.3",3.83593263371324e-21,0.598292193891413,0.528,0.359,6.34271460984484e-17,"0","Nvec-vc1.1-XM-001634923.3","RSPH1","MORN/MORN/MORN/MORN/MORN/MORN/MORN/"
"Nvec-vc1.1-XM-032366987.2",3.96426323385715e-21,-0.93490089017523,0.197,0.346,6.5549092571828e-17,"0","Nvec-vc1.1-XM-032366987.2","IST1","Ist1/"
"Nvec-vc1.1-XM-032384685.2",4.38946007121634e-21,-1.11299603395512,0.171,0.313,7.25797222775621e-17,"0","Nvec-vc1.1-XM-032384685.2","SPRY2","Sprouty/"
"Nvec-vc1.1-XM-032378075.2",5.5552159707905e-21,-1.1828305714962,0.133,0.268,9.18554960770208e-17,"0","Nvec-vc1.1-XM-032378075.2","",""
"Nvec-vc1.1-XM-001632599.3",8.35691025298579e-21,-0.633487237890835,0.253,0.421,1.3818151103312e-16,"0","Nvec-vc1.1-XM-001632599.3","",""
"Nvec-vc1.1-XM-048733285.1",1.02309979150942e-20,-0.538577739623398,0.424,0.604,1.69169550526083e-16,"0","Nvec-vc1.1-XM-048733285.1","POMP","UMP1/"
"Nvec-vc1.1-XM-001637730.3",1.1577070355824e-20,-0.443313495645781,0.565,0.734,1.9142685833355e-16,"0","Nvec-vc1.1-XM-001637730.3","SAR1B","Arf/"
"Nvec-vc1.1-XM-048731984.1",1.39204543895069e-20,-1.09842702240441,0.185,0.324,2.30174713330497e-16,"0","Nvec-vc1.1-XM-048731984.1","HYOU1","HSP70/"
"Nvec-vc1.1-XM-048720931.1",2.11075832372733e-20,0.412440698438394,0.761,0.634,3.49013888828315e-16,"0","Nvec-vc1.1-XM-048720931.1","TUBB4B","Tubulin/Tubulin_C/"
"Nvec-vc1.1-XM-032373908.2",3.17517325239552e-20,-0.499077375404106,0.45,0.627,5.250148972836e-16,"0","Nvec-vc1.1-XM-032373908.2","ATP6V0E2","ATP_synt_H/"
"Nvec-vc1.1-XM-032380975.2",3.28389454234905e-20,-0.83073994455942,0.297,0.452,5.42991962577415e-16,"0","Nvec-vc1.1-XM-032380975.2","ERG","SAM_PNT/Ets/"
"Nvec-vc1.1-XM-032384450.2",3.48217599026696e-20,0.773216996192686,0.393,0.244,5.75777799990642e-16,"0","Nvec-vc1.1-XM-032384450.2","SP5","zf-C2H2/zf-C2H2/zf-C2H2/"
"Nvec-vc1.1-XM-001622472.3",4.4736250275086e-20,-1.28655060754788,0.3,0.446,7.39713898298547e-16,"0","Nvec-vc1.1-XM-001622472.3","GADD45G",""
"Nvec-vc1.1-XM-001624597.3",4.95419703421586e-20,-0.604220470803156,0.63,0.765,8.19176479607593e-16,"0","Nvec-vc1.1-XM-001624597.3","UBC","ubiquitin/ubiquitin/ubiquitin/ubiquitin/ubiquitin/ubiquitin/"
"Nvec-NVE4998",5.2408182432814e-20,0.337690392960666,0.687,0.49,8.6656929652658e-16,"0","Nvec-NVE4998","",""
"Nvec-vc1.1-XM-001625062.3",5.91752288269416e-20,-0.993012710235649,0.124,0.251,9.7846240865348e-16,"0","Nvec-vc1.1-XM-001625062.3","GLRX5","Glutaredoxin/"
"Nvec-v1g132358",6.4032150184102e-20,-0.891672890723483,0.149,0.287,1.05877160329413e-15,"0","Nvec-v1g132358","POLR2K","DNA_RNApol_7kD/"
"Nvec-vc1.1-XM-048734077.1",7.76299566935969e-20,0.412790936193834,0.612,0.451,1.28361133392863e-15,"0","Nvec-vc1.1-XM-048734077.1","SCRIB","LRR_8/LRR_8/PDZ/PDZ/PDZ/PDZ/"
"Nvec-vc1.1-XM-001635255.3",8.73828102000699e-20,-0.785253484232366,0.263,0.415,1.44487476665816e-15,"0","Nvec-vc1.1-XM-001635255.3","","VWA/"
"Nvec-vc1.1-XM-001638942.3",1.71154720677273e-19,-0.636042959300096,0.381,0.543,2.83004330639871e-15,"0","Nvec-vc1.1-XM-001638942.3","EBNA1BP2","Ebp2/"
"Nvec-vc1.1-XM-032380471.2",1.84313683128309e-19,0.766145250188348,0.372,0.232,3.0476267505266e-15,"0","Nvec-vc1.1-XM-032380471.2","",""
"Nvec-vc1.1-XM-001625350.2",1.98761961858042e-19,-0.980208832490119,0.147,0.279,3.28652903932273e-15,"0","Nvec-vc1.1-XM-001625350.2","BCL10","CARD/"
"Nvec-vc1.1-XM-001634155.3",2.22346500110267e-19,0.425209660933577,0.782,0.717,3.67649937932326e-15,"0","Nvec-vc1.1-XM-001634155.3","IDH2","Iso_dh/"
"Nvec-vc1.1-XM-032371550.2",2.36828236698511e-19,0.817849288364803,0.344,0.2,3.91595489380987e-15,"0","Nvec-vc1.1-XM-032371550.2","",""
"Nvec-vc1.1-XM-001633456.3",2.45664576106187e-19,-0.57588717431934,0.342,0.509,4.06206376591581e-15,"0","Nvec-vc1.1-XM-001633456.3","RER1","Rer1/"
"Nvec-vc1.1-XM-032366733.2",4.14360590580596e-19,0.841132188028559,0.45,0.318,6.85145236525015e-15,"0","Nvec-vc1.1-XM-032366733.2","HOXC4","Homeodomain/"
"Nvec-vc1.1-XM-001638180.3",5.38773750647258e-19,-0.863092478347098,0.166,0.303,8.90862396695241e-15,"0","Nvec-vc1.1-XM-001638180.3","ATP6V0B","ATP-synt_C/ATP-synt_C/"
"Nvec-vc1.1-XM-048725210.1",5.42017270036589e-19,-0.655731815189994,0.31,0.459,8.96225556005501e-15,"0","Nvec-vc1.1-XM-048725210.1","",""
"Nvec-vc1.1-XM-001625346.3",7.08493794770542e-19,-0.9572534116656,0.297,0.438,1.17149448965309e-14,"0","Nvec-vc1.1-XM-001625346.3","HSPA5","HSP70/"
"Nvec-vc1.1-XM-032370481.2",8.10955727324239e-19,0.811429995118921,0.419,0.281,1.34091529513063e-14,"0","Nvec-vc1.1-XM-032370481.2","",""
"Nvec-vc1.1-XM-032383947.2",8.40731006390588e-19,-0.666872601547817,0.275,0.427,1.39014871906684e-14,"0","Nvec-vc1.1-XM-032383947.2","COPZ1","Clat_adaptor_s/"
"Nvec-vc1.1-XM-048733302.1",9.90687106327802e-19,-1.02707656514909,0.144,0.275,1.63810113031302e-14,"0","Nvec-vc1.1-XM-048733302.1","MITF","MITF_TFEB_C_3_N/HLH/"
"Nvec-vc1.1-XM-001628435.3",1.00589111552673e-18,0.818799406521841,0.32,0.183,1.66324095952345e-14,"0","Nvec-vc1.1-XM-001628435.3","","zf-MYND/DUF4470/"
"Nvec-vc1.1-XM-001629864.3",1.07254567830512e-18,-0.471648849902387,0.548,0.684,1.77345427907751e-14,"0","Nvec-vc1.1-XM-001629864.3","SNRPC","zf-U1/"
"Nvec-vc1.1-XM-048730787.1",1.40684925810338e-18,0.698685737485232,0.447,0.302,2.32622524827393e-14,"0","Nvec-vc1.1-XM-048730787.1","ERBB4","SH2/Pkinase_Tyr/Pkinase_Tyr/"
"Nvec-vc1.1-XM-048727242.1",1.99331008035953e-18,-0.882922886120352,0.148,0.279,3.29593821787449e-14,"0","Nvec-vc1.1-XM-048727242.1","SLC30A7","Cation_efflux/"
"Nvec-vc1.1-XM-001622555.3",2.11756205497803e-18,-0.900277520468827,0.149,0.279,3.50138885790618e-14,"0","Nvec-vc1.1-XM-001622555.3","PFDN6","Prefoldin_2/"
"Nvec-vc1.1-XM-001640232.3",2.66550943803185e-18,-2.28039223560849,0.184,0.294,4.40741985578566e-14,"0","Nvec-vc1.1-XM-001640232.3","PPP3R2","EF-hand_7/EF-hand_7/"
"Nvec-vc1.1-XM-001641351.3",2.82196692346898e-18,-0.56527210391954,0.402,0.573,4.66612230795595e-14,"0","Nvec-vc1.1-XM-001641351.3","GCSH","GCV_H/"
"Nvec-vc1.1-XM-048730141.1",3.12029903050749e-18,-1.000187066336,0.141,0.266,5.15941444694413e-14,"0","Nvec-vc1.1-XM-048730141.1","","AcetylCoA_hydro/AcetylCoA_hyd_C/"
"Nvec-vc1.1-XM-048721029.1",3.72815849355639e-18,-0.933669918585016,0.147,0.275,6.1645100690955e-14,"0","Nvec-vc1.1-XM-048721029.1","DDX27","DEAD/Helicase_C/"
"Nvec-vc1.1-XM-032375303.2",4.97403176237683e-18,0.608764200246754,0.489,0.348,8.22456151909009e-14,"0","Nvec-vc1.1-XM-032375303.2","","TIG/TIG/REJ/"
"Nvec-vc1.1-XM-048726541.1",5.0223186884687e-18,1.20381941318189,0.256,0.14,8.304403951383e-14,"0","Nvec-vc1.1-XM-048726541.1","RRM2","Ribonuc_red_sm/"
"Nvec-vc1.1-XM-001626387.2",5.47489161786482e-18,0.278084653778871,0.974,0.954,9.05273329013948e-14,"0","Nvec-vc1.1-XM-001626387.2","ATP5F1B","ATP-synt_ab_N/ATP-synt_ab/"
"Nvec-vc1.1-XM-032387315.2",5.59177836502662e-18,-1.14365457568776,0.241,0.38,9.24600552657151e-14,"0","Nvec-vc1.1-XM-032387315.2","ETV7","SAM_PNT/"
"Nvec-vc1.1-XM-001639624.3",6.32679382201588e-18,-0.761103367371197,0.24,0.381,1.04613535847033e-13,"0","Nvec-vc1.1-XM-001639624.3","PRMT1","Methyltransf_25/"
"Nvec-vc1.1-XM-001639192.3",6.80740235600108e-18,1.24569384045023,0.282,0.164,1.12560397956478e-13,"0","Nvec-vc1.1-XM-001639192.3","","DUF3504/"
"Nvec-vc1.1-XM-001633231.3",8.19525445510878e-18,-0.707005562918444,0.258,0.4,1.35508532415224e-13,"0","Nvec-vc1.1-XM-001633231.3","MDH1","Ldh_1_N/Ldh_1_C/"
"Nvec-vc1.1-XM-048726773.1",9.5503609672957e-18,-0.572733093434958,0.61,0.705,1.57915218594234e-13,"0","Nvec-vc1.1-XM-048726773.1","ELOB","ubiquitin/"
"Nvec-vc1.1-XM-032380348.2",1.06654903341801e-17,0.661213686878704,0.43,0.288,1.76353882675667e-13,"0","Nvec-vc1.1-XM-032380348.2","DICER1","DEAD/Helicase_C/RdRP/"
"Nvec-vc1.1-XM-001625413.3",1.11135370342179e-17,-0.911220522944574,0.131,0.252,1.83762334860793e-13,"0","Nvec-vc1.1-XM-001625413.3","GOSR2","V-SNARE_C/"
"Nvec-vc1.1-XM-001635503.3",1.47109068280234e-17,-0.76961548811597,0.19,0.326,2.43244844401367e-13,"0","Nvec-vc1.1-XM-001635503.3","MMGT1","MMgT/"
"Nvec-vc1.1-XM-001629415.3",1.49881186414587e-17,-0.552600653529445,0.303,0.457,2.47828541736519e-13,"0","Nvec-vc1.1-XM-001629415.3","SRP14","SRP14/"
