"","Nvec","classification","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","protein","domain"
"148","Nvec_vc1.1_XM_001622969.3","Nematostella-specific","Nvec-vc1.1-XM-001622969.3",6.92782269178673e-23,-0.807500098775352,0.101,0.174,1.14551548208694e-18,"TRIP13","AAA/"
"149","Nvec_vc1.1_XM_001622991.3","Nematostella-specific","Nvec-vc1.1-XM-001622991.3",5.76985107331634e-30,-1.03375065888904,0.073,0.15,9.54044874972857e-26,"SLC50A1","MtN3_slv/MtN3_slv/"
"150","Nvec_vc1.1_XM_001622998.3","Nematostella-specific","Nvec-vc1.1-XM-001622998.3",3.92871599148299e-115,-1.02346682508789,0.338,0.564,6.49613189191712e-111,"",""
"151","Nvec_vc1.1_XM_001623040.3","Nematostella-specific","Nvec-vc1.1-XM-001623040.3",1.87565568999556e-07,-0.356319537955007,0.159,0.204,0.00310139668340766,"GPN2","ATP_bind_1/"
"152","Nvec_vc1.1_XM_001623050.3","Conserved","Nvec-vc1.1-XM-001623050.3",8.68135652813995e-12,-0.7260301014234,0.11,0.158,1.43546230192794e-07,"WNT4","wnt/"
"153","Nvec_vc1.1_XM_001623052.3","Nematostella-specific","Nvec-vc1.1-XM-001623052.3",5.09498587334118e-43,-0.821397461335314,0.183,0.307,8.42455914156964e-39,"C1orf50","DUF2452/"
"154","Nvec_vc1.1_XM_001623054.3","Nematostella-specific","Nvec-vc1.1-XM-001623054.3",2.34577819767051e-44,-0.604211359342869,0.322,0.467,3.87874424984819e-40,"C1orf158",""
"155","Nvec_vc1.1_XM_001623055.3","Nematostella-specific","Nvec-vc1.1-XM-001623055.3",7.63103024701249e-49,0.245124330812308,0.991,0.991,1.26179085134352e-44,"RPL4","Ribosomal_L4/Ribos_L4_asso_C/"
"156","Nvec_vc1.1_XM_001623057.3","Divergent","Nvec-vc1.1-XM-001623057.3",2.06931545973087e-18,0.275729773203997,0.51,0.516,3.42161311266499e-14,"",""
"157","Nvec_vc1.1_XM_001623060.3","Nematostella-specific","Nvec-vc1.1-XM-001623060.3",9.76219044348282e-24,-0.714966616058039,0.14,0.223,1.61417818982988e-19,"ELP5","Elong_Iki1/"
"158","Nvec_vc1.1_XM_001623084.3","Conserved","Nvec-vc1.1-XM-001623084.3",1.7767093157788e-195,4.61090006025444,0.151,0.009,2.93778885364025e-191,"SIX4","SIX1_SD/Homeodomain/"
"159","Nvec_vc1.1_XM_001623098.3","Nematostella-specific","Nvec-vc1.1-XM-001623098.3",1.44251584676402e-12,-1.96967060973957,0.006,0.026,2.38519995262431e-08,"PRDM15","zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/"
"160","Nvec_vc1.1_XM_001623107.3","Divergent","Nvec-vc1.1-XM-001623107.3",1.88074965818736e-34,0.758713704991233,0.301,0.21,3.1098195598128e-30,"GDF5","TGFb_propeptide/TGF_beta/"
"161","Nvec_vc1.1_XM_001623129.3","Nematostella-specific","Nvec-vc1.1-XM-001623129.3",2.37289969065346e-27,1.13891090055057,0.118,0.057,3.92358963849549e-23,"TMEM127",""
"162","Nvec_vc1.1_XM_001623131.3","Nematostella-specific","Nvec-vc1.1-XM-001623131.3",9.7522749770099e-37,-0.7414240699735,0.198,0.313,1.61253866744859e-32,"TAF11","TAFII28/"
"163","Nvec_vc1.1_XM_001623132.3","Divergent","Nvec-vc1.1-XM-001623132.3",3.23522706905917e-69,-0.862044131688477,0.231,0.403,5.34944795868933e-65,"PSMD4","VWA_2/UIM/UIM/UIM/"
"164","Nvec_vc1.1_XM_001623142.3","Conserved","Nvec-vc1.1-XM-001623142.3",2.07610725541211e-29,-1.09528194218516,0.065,0.139,3.43284334682392e-25,"SAAL1",""
"165","Nvec_vc1.1_XM_001623211.2","Divergent","Nvec-vc1.1-XM-001623211.2",1.30537649316783e-07,-0.301309541032567,0.18,0.227,0.00215844003145301,"SH3GL3","BAR/SH3_9/"
"166","Nvec_vc1.1_XM_001623212.2","Nematostella-specific","Nvec-vc1.1-XM-001623212.2",2.88567923717261e-117,-0.659507529409004,0.526,0.744,4.77147061866492e-113,"NDUFS4","ETC_C1_NDUFA4/"
"167","Nvec_vc1.1_XM_001623217.3","Nematostella-specific","Nvec-vc1.1-XM-001623217.3",6.42951759302493e-13,-0.448094901522023,0.198,0.264,1.06312073400667e-08,"ARL15","Arf/"
"168","Nvec_vc1.1_XM_001623230.3","Nematostella-specific","Nvec-vc1.1-XM-001623230.3",1.00667392648738e-12,-0.572840183948509,0.104,0.157,1.66453533744689e-08,"NUDT2","NUDIX/"
"169","Nvec_vc1.1_XM_001623270.3","Nematostella-specific","Nvec-vc1.1-XM-001623270.3",2.46483582490365e-28,1.15992504940306,0.118,0.055,4.07560603647818e-24,"PRSS16","Peptidase_S28/"
"170","Nvec_vc1.1_XM_001623326.3","Nematostella-specific","Nvec-vc1.1-XM-001623326.3",2.936465477746e-08,-0.458742961059362,0.095,0.134,0.000485544566745302,"CANT1","Apyrase/"
"171","Nvec_vc1.1_XM_001623327.3","Nematostella-specific","Nvec-vc1.1-XM-001623327.3",1.39945393053591e-288,3.36722583471186,0.322,0.081,2.31399707414113e-284,"",""
"172","Nvec_vc1.1_XM_001623328.3","Nematostella-specific","Nvec-vc1.1-XM-001623328.3",6.28269897915268e-14,-1.19138138918245,0.025,0.059,1.0388442762029e-09,"METTL21A","Methyltransf_16/"
"173","Nvec_vc1.1_XM_001623347.3","Conserved","Nvec-vc1.1-XM-001623347.3",1.39547881662553e-06,-0.434937629621866,0.12,0.155,0.0230742422329031,"",""
"174","Nvec_vc1.1_XM_001623352.3","Nematostella-specific","Nvec-vc1.1-XM-001623352.3",1.16382418817515e-28,-0.830725614183086,0.113,0.199,1.92438329514761e-24,"RCL1","RTC/RTC_insert/"
"175","Nvec_vc1.1_XM_001623353.3","Nematostella-specific","Nvec-vc1.1-XM-001623353.3",6.5552019923262e-23,-1.19481035961301,0.044,0.099,1.08390264943114e-18,"UHRF1","SAD_SRA/"
"176","Nvec_vc1.1_XM_001623354.3","Nematostella-specific","Nvec-vc1.1-XM-001623354.3",3.33663148861624e-121,-0.508118150692459,0.832,0.934,5.51712016642696e-117,"SRSF7","RRM_1/zf-CCHC/"
"177","Nvec_vc1.1_XM_001623356.3","Conserved","Nvec-vc1.1-XM-001623356.3",1.29649948623553e-32,-1.22890614157584,0.059,0.134,2.14376190049045e-28,"TMEM38A","TRIC/"
"178","Nvec_vc1.1_XM_001623357.3","Nematostella-specific","Nvec-vc1.1-XM-001623357.3",1.19426107979741e-44,-1.06677660017976,0.103,0.212,1.97471069544502e-40,"",""
"179","Nvec_vc1.1_XM_001623361.3","Nematostella-specific","Nvec-vc1.1-XM-001623361.3",9.1930415106217e-23,3.73086189516818,0.02,0.001,1.5200694137813e-18,"KCND2","BTB_2/Ion_trans/"
"180","Nvec_vc1.1_XM_001623370.3","Nematostella-specific","Nvec-vc1.1-XM-001623370.3",5.79394465969657e-67,-0.845277044146278,0.274,0.441,9.58028749480828e-63,"PCYT2","CTP_transf_like/CTP_transf_like/"
"181","Nvec_vc1.1_XM_001623381.3","Conserved","Nvec-vc1.1-XM-001623381.3",1.66050663920623e-25,-0.735230090490972,0.124,0.208,2.7456477279275e-21,"CDIPT","CDP-OH_P_transf/"
"182","Nvec_vc1.1_XM_001623382.3","Conserved","Nvec-vc1.1-XM-001623382.3",8.91379507896831e-142,-0.735151099997099,0.577,0.792,1.47389601630741e-137,"FKBP1B","FKBP_C/"
"183","Nvec_vc1.1_XM_001623453.3","Conserved","Nvec-vc1.1-XM-001623453.3",4.26826738636102e-08,-0.153323391202214,0.416,0.475,0.000705758012334795,"","Nbl1_Borealin_N/Borealin/"
"184","Nvec_vc1.1_XM_001623457.3","Divergent","Nvec-vc1.1-XM-001623457.3",6.3107772606311e-27,-0.406282741629077,0.351,0.464,1.04348702004535e-22,"TMEM147","DUF2053/"
"185","Nvec_vc1.1_XM_001623462.3","Divergent","Nvec-vc1.1-XM-001623462.3",3.38333561007701e-15,3.74098611244189,0.013,0.001,5.59434543126234e-11,"","DUF885/"
"186","Nvec_vc1.1_XM_001623467.3","Nematostella-specific","Nvec-vc1.1-XM-001623467.3",3.81019847232757e-41,-0.541804171210062,0.359,0.5,6.30016317399363e-37,"CREBZF","bZIP_2/"
"187","Nvec_vc1.1_XM_001623468.3","Nematostella-specific","Nvec-vc1.1-XM-001623468.3",1.17122980602398e-19,-0.488847782504068,0.264,0.353,1.93662848426066e-15,"TP53INP2","DOR/"
"188","Nvec_vc1.1_XM_001623475.3","Conserved","Nvec-vc1.1-XM-001623475.3",2.95852036945824e-12,-1.17787712483271,0.023,0.052,4.8919134308992e-08,"NECAB1","ABM/"
"189","Nvec_vc1.1_XM_001623477.3","Nematostella-specific","Nvec-vc1.1-XM-001623477.3",6.66707545771148e-32,-0.944073000837233,0.096,0.184,1.10240092693259e-27,"OSGEP","TsaD/"
"190","Nvec_vc1.1_XM_001623495.3","Divergent","Nvec-vc1.1-XM-001623495.3",4.28168008647868e-11,-1.08607364508783,0.026,0.054,7.0797580229925e-07,"EIF4EBP2","eIF_4EBP/"
"191","Nvec_vc1.1_XM_001623507.3","Nematostella-specific","Nvec-vc1.1-XM-001623507.3",1.32734971292197e-20,1.33339342532421,0.069,0.028,2.19477275031647e-16,"GDI1","GDI/"
"192","Nvec_vc1.1_XM_001623521.3","Conserved","Nvec-vc1.1-XM-001623521.3",7.86797278789951e-19,1.14405097005466,0.081,0.038,1.30096930047918e-14,"MESD","Mesd/"
"193","Nvec_vc1.1_XM_001623523.3","Nematostella-specific","Nvec-vc1.1-XM-001623523.3",2.62902504733492e-19,-0.946167431342515,0.055,0.108,4.34709291576828e-15,"SELENOI","CDP-OH_P_transf/"
"194","Nvec_vc1.1_XM_001623526.3","Nematostella-specific","Nvec-vc1.1-XM-001623526.3",3.01083599711948e-14,-0.490470391322796,0.145,0.208,4.97841732123705e-10,"CCDC74B","CCDC92/CCDC74_C/"
"195","Nvec_vc1.1_XM_001623557.3","Nematostella-specific","Nvec-vc1.1-XM-001623557.3",1.37675157703998e-66,-0.819615961837268,0.254,0.424,2.27645873263561e-62,"PRPF38A","PRP38/"
"196","Nvec_vc1.1_XM_001623587.3","Conserved","Nvec-vc1.1-XM-001623587.3",2.92023637707887e-15,-0.356526205526393,0.39,0.469,4.82861084949992e-11,"ZNF503",""
"197","Nvec_vc1.1_XM_001623597.3","Nematostella-specific","Nvec-vc1.1-XM-001623597.3",1.25038268396779e-167,-0.8675896803941,0.635,0.841,2.06750776794073e-163,"TMED2","EMP24_GP25L/"
"198","Nvec_vc1.1_XM_001623600.3","Nematostella-specific","Nvec-vc1.1-XM-001623600.3",1.70597989913137e-304,-0.87688229100609,0.944,0.979,2.82083776321371e-300,"",""
"199","Nvec_vc1.1_XM_001623609.3","Divergent","Nvec-vc1.1-XM-001623609.3",8.95554226795882e-11,-1.28998749115424,0.016,0.039,1.48079891400699e-06,"","AAA_28/"
"200","Nvec_vc1.1_XM_001623622.3","Divergent","Nvec-vc1.1-XM-001623622.3",2.43079754701016e-33,-1.0796967308938,0.086,0.171,4.01932374398131e-29,"YIPF4","Yip1/"
"201","Nvec_vc1.1_XM_001623646.3","Nematostella-specific","Nvec-vc1.1-XM-001623646.3",4.1171686633556e-10,-1.18215685220994,0.033,0.056,6.80773838485849e-06,"","Phytochelatin/"
"202","Nvec_vc1.1_XM_001623648.3","Nematostella-specific","Nvec-vc1.1-XM-001623648.3",2.29972099917914e-28,4.22015394914045,0.024,0.002,3.80258867214271e-24,"","Polysacc_deac_1/"
"203","Nvec_vc1.1_XM_001623655.3","Divergent","Nvec-vc1.1-XM-001623655.3",1.84345127202946e-18,-1.01800578805432,0.135,0.182,3.04814667830071e-14,"ZC4H2","zf-C4H2/zf-C4H2/"
"204","Nvec_vc1.1_XM_001623674.3","Nematostella-specific","Nvec-vc1.1-XM-001623674.3",7.65310474788293e-18,-1.23781966528899,0.029,0.07,1.26544087006244e-13,"NUDT15","NUDIX/"
"205","Nvec_vc1.1_XM_001623685.3","Nematostella-specific","Nvec-vc1.1-XM-001623685.3",1.5336037138133e-119,-1.07891562970473,0.277,0.51,2.53581374079029e-115,"RGMB","RGM_N/RGM_C/"
"206","Nvec_vc1.1_XM_001623696.3","Nematostella-specific","Nvec-vc1.1-XM-001623696.3",4.88758249198711e-61,-1.02941697389853,0.148,0.293,8.08161765050069e-57,"LRTOMT","LRR_9/"
"207","Nvec_vc1.1_XM_001623703.3","Nematostella-specific","Nvec-vc1.1-XM-001623703.3",1.80432568486907e-06,0.484984294377965,0.111,0.086,0.02983452519931,"NIPA2","Mg_trans_NIPA/"
"208","Nvec_vc1.1_XM_001623710.2","Nematostella-specific","Nvec-vc1.1-XM-001623710.2",3.39662145963086e-28,-0.178654996101808,0.96,0.976,5.61631358349963e-24,"COX5A","COX5A/"
"209","Nvec_vc1.1_XM_001623716.3","Nematostella-specific","Nvec-vc1.1-XM-001623716.3",2.26744566923519e-119,-0.31570173547402,0.993,0.995,3.74922141408039e-115,"H3_3B","Histone/"
"210","Nvec_vc1.1_XM_001623755.3","Nematostella-specific","Nvec-vc1.1-XM-001623755.3",7.53415202778007e-30,-1.32883060379647,0.042,0.107,1.24577203779343e-25,"LAP3","Peptidase_M17_N/Peptidase_M17/"
"211","Nvec_vc1.1_XM_001623756.3","Divergent","Nvec-vc1.1-XM-001623756.3",9.79101143994988e-30,-0.43517338582881,0.443,0.559,1.61894374159571e-25,"PAIP2","PAM2/"
"212","Nvec_vc1.1_XM_001623759.3","Nematostella-specific","Nvec-vc1.1-XM-001623759.3",6.68100671694544e-09,-1.46976639333869,0.008,0.025,0.000110470446064693,"HRH2","7tm_1/"
"213","Nvec_vc1.1_XM_001623763.3","Nematostella-specific","Nvec-vc1.1-XM-001623763.3",8.00915365183098e-11,-0.371780732986539,0.162,0.216,1.32431355633025e-06,"MAEA","CLTH/"
"214","Nvec_vc1.1_XM_001623766.3","Divergent","Nvec-vc1.1-XM-001623766.3",1.67517872496929e-11,-3.08767931586113,0.002,0.014,2.76990802173673e-07,"GPR26","7tm_1/"
"215","Nvec_vc1.1_XM_001623768.3","Nematostella-specific","Nvec-vc1.1-XM-001623768.3",1.06358396961319e-19,-2.31776329989363,0.007,0.036,1.75863609375541e-15,"PPT2","Palm_thioest/"
"216","Nvec_vc1.1_XM_001623797.3","Nematostella-specific","Nvec-vc1.1-XM-001623797.3",4.51663506568526e-16,-4.7701076260179,0.001,0.016,7.46825608111058e-12,"SYT6","C2/C2/"
"217","Nvec_vc1.1_XM_001623799.3","Nematostella-specific","Nvec-vc1.1-XM-001623799.3",3.4085907826154e-38,-1.14025396345169,0.079,0.17,5.63610485905457e-34,"AC004556.3","Ribosomal_L23/"
"218","Nvec_vc1.1_XM_001623803.3","Conserved","Nvec-vc1.1-XM-001623803.3",3.84288915422055e-20,-0.355053612467265,0.353,0.451,6.35421721650367e-16,"","GPP34/"
"219","Nvec_vc1.1_XM_001623817.3","Nematostella-specific","Nvec-vc1.1-XM-001623817.3",5.75611753542946e-33,3.44505322608747,0.031,0.003,9.5177403448326e-29,"GRM2","ANF_receptor/7tm_3/"
"220","Nvec_vc1.1_XM_001623829.3","Conserved","Nvec-vc1.1-XM-001623829.3",2.21354878279849e-35,-0.714973314288603,0.178,0.291,3.6601029123573e-31,"ECHS1","ECH_1/"
"221","Nvec_vc1.1_XM_001623842.3","Conserved","Nvec-vc1.1-XM-001623842.3",9.69499839441187e-15,-0.94559537633067,0.051,0.094,1.603067984516e-10,"SMYD4","SET/zf-MYND/"
"222","Nvec_vc1.1_XM_001623856.3","Conserved","Nvec-vc1.1-XM-001623856.3",1.89813113735649e-11,0.12611665107311,0.972,0.964,3.13855983561896e-07,"SLC25A3","Mito_carr/Mito_carr/Mito_carr/"
"223","Nvec_vc1.1_XM_001623881.3","Conserved","Nvec-vc1.1-XM-001623881.3",2.81890495821143e-37,-0.897553829803056,0.135,0.241,4.6610593484026e-33,"CDYL2","Chromo/ECH_1/"
"224","Nvec_vc1.1_XM_001623930.3","Conserved","Nvec-vc1.1-XM-001623930.3",7.40908783524973e-09,-1.10356742756996,0.02,0.042,0.000122509267355854,"",""
"225","Nvec_vc1.1_XM_001623940.3","Nematostella-specific","Nvec-vc1.1-XM-001623940.3",1.08553924829263e-19,2.86651699452575,0.02,0.002,1.79493914705186e-15,"ADRA1B","7tm_1/"
"226","Nvec_vc1.1_XM_001623946.3","Nematostella-specific","Nvec-vc1.1-XM-001623946.3",2.90800835857518e-164,3.6939059095652,0.17,0.023,4.80839182090407e-160,"PROP1","Homeodomain/"
"227","Nvec_vc1.1_XM_001623954.3","Conserved","Nvec-vc1.1-XM-001623954.3",8.76688993151252e-133,1.55914473559356,0.327,0.125,1.44960525017559e-128,"CLIC2","GST_C/"
"228","Nvec_vc1.1_XM_001623976.3","Nematostella-specific","Nvec-vc1.1-XM-001623976.3",7.94938330168403e-11,-0.467527386677671,0.136,0.188,1.31443052893345e-06,"ATG101","ATG101/"
"229","Nvec_vc1.1_XM_001624004.3","Nematostella-specific","Nvec-vc1.1-XM-001624004.3",1.50812153687289e-27,-0.728108603546128,0.148,0.24,2.49367896121933e-23,"PES1","Pescadillo_N/BRCT_2/"
"230","Nvec_vc1.1_XM_001624005.3","Nematostella-specific","Nvec-vc1.1-XM-001624005.3",8.05332343434468e-47,-0.79704814093449,0.19,0.324,1.33161702986889e-42,"GOSR1","V-SNARE_C/"
"231","Nvec_vc1.1_XM_001624006.3","Nematostella-specific","Nvec-vc1.1-XM-001624006.3",1.03955993359347e-07,0.312777246206825,0.269,0.232,0.0017189123501968,"CPD","Peptidase_M14/CarboxypepD_reg/"
"232","Nvec_vc1.1_XM_001624011.3","Nematostella-specific","Nvec-vc1.1-XM-001624011.3",1.33680351625642e-07,-0.390480821118859,0.173,0.207,0.00221040461412999,"ZNRF3","ZNRF_3_ecto/zf-RING_2/"
"233","Nvec_vc1.1_XM_001624013.3","Conserved","Nvec-vc1.1-XM-001624013.3",4.42212767105895e-24,-0.679870165148885,0.151,0.237,7.31198810409598e-20,"LRPAP1","Alpha-2-MRAP_N/Alpha-2-MRAP_C/Alpha-2-MRAP_C/"
"234","Nvec_vc1.1_XM_001624030.3","Nematostella-specific","Nvec-vc1.1-XM-001624030.3",3.03798763398446e-08,-0.34897416432314,0.183,0.233,0.00050233125527933,"IVD","Acyl-CoA_dh_N/Acyl-CoA_dh_M/Acyl-CoA_dh_1/"
"235","Nvec_vc1.1_XM_001624032.3","Nematostella-specific","Nvec-vc1.1-XM-001624032.3",1.03242865175578e-36,-0.898331617687922,0.114,0.215,1.70712077567817e-32,"MRPL13","Ribosomal_L13/"
"236","Nvec_vc1.1_XM_001624041.3","Nematostella-specific","Nvec-vc1.1-XM-001624041.3",9.51909625332302e-14,-0.462470312025894,0.163,0.227,1.57398256548696e-09,"PHF13","PHD_2/"
"237","Nvec_vc1.1_XM_001624043.3","Nematostella-specific","Nvec-vc1.1-XM-001624043.3",6.9178946291378e-15,-0.580383308730295,0.125,0.187,1.14387387692794e-10,"GID8","LisH/CLTH/"
"238","Nvec_vc1.1_XM_001624063.3","Divergent","Nvec-vc1.1-XM-001624063.3",8.60908102659844e-35,-0.773975074908748,0.198,0.307,1.42351154774805e-30,"UBE2W","UQ_con/"
"239","Nvec_vc1.1_XM_001624077.3","Nematostella-specific","Nvec-vc1.1-XM-001624077.3",6.51052092848936e-15,-0.713563284815662,0.081,0.134,1.07651463552571e-10,"","zf-CCCH_4/"
"240","Nvec_vc1.1_XM_001624105.3","Conserved","Nvec-vc1.1-XM-001624105.3",3.18063596500025e-98,-1.38236731902424,0.176,0.358,5.25918156812791e-94,"REEP5","TB2_DP1_HVA22/"
"241","Nvec_vc1.1_XM_001624117.3","Conserved","Nvec-vc1.1-XM-001624117.3",4.45607385231163e-55,-1.17556272871674,0.106,0.231,7.36811811479728e-51,"GCHFR","GFRP/"
"242","Nvec_vc1.1_XM_001624127.3","Nematostella-specific","Nvec-vc1.1-XM-001624127.3",1.18109479495692e-11,-1.17591827179465,0.02,0.046,1.95294024346126e-07,"","Med29/"
"243","Nvec_vc1.1_XM_001624129.3","Nematostella-specific","Nvec-vc1.1-XM-001624129.3",7.65486461506806e-24,-0.995190292060108,0.068,0.134,1.2657318641015e-19,"RMDN3",""
"244","Nvec_vc1.1_XM_001624130.3","Nematostella-specific","Nvec-vc1.1-XM-001624130.3",5.89588339077144e-21,-0.799543931489646,0.082,0.146,9.74884318664058e-17,"DNAJC17","DnaJ/RRM_1/"
"245","Nvec_vc1.1_XM_001624131.3","Nematostella-specific","Nvec-vc1.1-XM-001624131.3",2.22131591812831e-14,-0.550111820451103,0.145,0.209,3.67294587062516e-10,"TSNAX","Translin/"
"246","Nvec_vc1.1_XM_001624216.3","Nematostella-specific","Nvec-vc1.1-XM-001624216.3",4.48885550973503e-13,-0.669803343854237,0.078,0.126,7.42232258534687e-09,"SLC35F1","SLC35F/"
"247","Nvec_vc1.1_XM_001624224.3","Nematostella-specific","Nvec-vc1.1-XM-001624224.3",1.94266842978993e-24,1.51017886885255,0.067,0.024,3.21220224865765e-20,"PEX16","Pex16/"
"248","Nvec_vc1.1_XM_001624225.3","Nematostella-specific","Nvec-vc1.1-XM-001624225.3",5.92001453361053e-24,-0.77311048179379,0.133,0.212,9.78874403132501e-20,"JAGN1","Jagunal/"
"249","Nvec_vc1.1_XM_001624235.3","Nematostella-specific","Nvec-vc1.1-XM-001624235.3",2.21422623533186e-09,-0.654384634314425,0.068,0.105,3.66122308012123e-05,"SLC25A25","EF-hand_7/EF-hand_7/Mito_carr/Mito_carr/Mito_carr/"
"250","Nvec_vc1.1_XM_001624244.3","Nematostella-specific","Nvec-vc1.1-XM-001624244.3",5.21274380064993e-09,-0.783821515047432,0.044,0.074,8.61927187437465e-05,"KCTD21","BTB_2/"
"251","Nvec_vc1.1_XM_001624248.3","Nematostella-specific","Nvec-vc1.1-XM-001624248.3",6.68700412304913e-12,-1.03530261153535,0.034,0.066,1.10569613174617e-07,"FBXW7","F-box-like/WD40/WD40/WD40/WD40/WD40/WD40/"
"252","Nvec_vc1.1_XM_001624272.3","Nematostella-specific","Nvec-vc1.1-XM-001624272.3",6.33901364985959e-12,-0.294259965934886,0.38,0.452,1.04815590700428e-07,"",""
"253","Nvec_vc1.1_XM_001624273.3","Nematostella-specific","Nvec-vc1.1-XM-001624273.3",9.17539191763395e-09,-0.605970776936996,0.077,0.114,0.000151715105358077,"LRRC58","LRR_8/LRR_8/"
"254","Nvec_vc1.1_XM_001624274.3","Conserved","Nvec-vc1.1-XM-001624274.3",0,5.61942413256098,0.838,0.079,0,"",""
"255","Nvec_vc1.1_XM_001624279.3","Nematostella-specific","Nvec-vc1.1-XM-001624279.3",2.01131602365621e-08,-0.603479792074888,0.068,0.103,0.000332571104511555,"ORC5","AAA_16/ORC5_C/"
"256","Nvec_vc1.1_XM_001624294.3","Nematostella-specific","Nvec-vc1.1-XM-001624294.3",9.60800543616266e-07,-0.519486654320811,0.061,0.09,0.015886836988695,"LCA5","Lebercilin/"
"257","Nvec_vc1.1_XM_001624300.3","Divergent","Nvec-vc1.1-XM-001624300.3",1.32326890792184e-06,-0.391976664293995,0.097,0.131,0.0218802513924877,"GET1","CHD5/"
"258","Nvec_vc1.1_XM_001624345.3","Nematostella-specific","Nvec-vc1.1-XM-001624345.3",3.27459858677106e-13,-0.998553425388144,0.032,0.066,5.41454876322596e-09,"","Aldose_epim/"
"259","Nvec_vc1.1_XM_001624370.3","Nematostella-specific","Nvec-vc1.1-XM-001624370.3",0,-0.92697703641101,0.868,0.963,0,"ATP1B1","Na_K-ATPase/"
"260","Nvec_vc1.1_XM_001624386.3","Nematostella-specific","Nvec-vc1.1-XM-001624386.3",2.98808381569277e-12,-0.504408134256174,0.09,0.134,4.940796589248e-08,"","CMD/"
"261","Nvec_vc1.1_XM_001624387.3","Conserved","Nvec-vc1.1-XM-001624387.3",1.06093499775162e-51,4.15602361172073,0.043,0.003,1.7542560187823e-47,"RERG","Ras/"
"262","Nvec_vc1.1_XM_001624398.3","Nematostella-specific","Nvec-vc1.1-XM-001624398.3",6.82487023202794e-56,-0.782351117260069,0.231,0.385,1.12849229286582e-51,"ARL3","Arf/"
"263","Nvec_vc1.1_XM_001624431.3","Nematostella-specific","Nvec-vc1.1-XM-001624431.3",6.44978759338738e-38,-0.55776668041744,0.307,0.438,1.0664723785666e-33,"NAPB","SNAP/"
"264","Nvec_vc1.1_XM_001624432.3","Conserved","Nvec-vc1.1-XM-001624432.3",4.01524690598628e-90,-0.950332215730655,0.238,0.438,6.63921075904831e-86,"ADSS2","Adenylsucc_synt/"
"265","Nvec_vc1.1_XM_001624450.3","Nematostella-specific","Nvec-vc1.1-XM-001624450.3",3.87898362984504e-08,0.722926140896898,0.073,0.046,0.000641389943194878,"NSRP1","DUF2040/"
"266","Nvec_vc1.1_XM_001624451.3","Conserved","Nvec-vc1.1-XM-001624451.3",4.97738837284652e-38,-1.03259625049105,0.091,0.186,8.23011167450172e-34,"",""
"267","Nvec_vc1.1_XM_001624453.3","Conserved","Nvec-vc1.1-XM-001624453.3",1.27579886668919e-10,0.168249199420006,0.947,0.933,2.10953342607058e-06,"UBC","ubiquitin/ubiquitin/ubiquitin/ubiquitin/ubiquitin/ubiquitin/ubiquitin/"
"268","Nvec_vc1.1_XM_001624464.3","Nematostella-specific","Nvec-vc1.1-XM-001624464.3",6.54564994044691e-69,-0.639650698738882,0.336,0.52,1.0823232176529e-64,"MEX3B","KH_1/KH_1/zf-C3HC4_3/"
"269","Nvec_vc1.1_XM_001624511.3","Nematostella-specific","Nvec-vc1.1-XM-001624511.3",1.94485194493329e-14,-0.843488908956876,0.05,0.092,3.2158126909472e-10,"ANKRD60","Ank_2/DUF4207/"
"270","Nvec_vc1.1_XM_001624515.3","Conserved","Nvec-vc1.1-XM-001624515.3",1.27239578122859e-06,-1.02394805316966,0.015,0.031,0.0210390642426148,"C8orf82","DUF4505/"
